,Name,Line,Line_Category,Implied Probability,Fixed Odds Site
753,LoL: Yursan,2.0,Kills on Map 1+2,0.5512,Underdog Fantasy
754,LoL: chayon,67.1,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
755,LoL: IlllIma,27.6,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
756,LoL: IlllIma,3.5,Kills on Map 1+2,0.5512,Underdog Fantasy
757,LoL: Courage,30.4,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
758,LoL: Courage,3.5,Kills on Map 1+2,0.5512,Underdog Fantasy
759,LoL: Cleaver,35.4,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
760,LoL: Cleaver,5.0,Kills on Map 1+2,0.5512,Underdog Fantasy
761,LoL: Moham,24.7,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
762,LoL: Moham,1.5,Kills on Map 1+2,0.5512,Underdog Fantasy
763,LoL: Bull,37.0,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
764,LoL: Bull,5.0,Kills on Map 1+2,0.5512,Underdog Fantasy
765,LoL: PerfecT,42.9,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
766,LoL: PerfecT,4.5,Kills on Map 1+2,0.5512,Underdog Fantasy
767,LoL: HamBak,57.9,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
768,LoL: HamBak,6.0,Kills on Map 1+2,0.5512,Underdog Fantasy
769,LoL: Feisty,64.8,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
770,LoL: Feisty,8.5,Kills on Map 1+2,0.5512,Underdog Fantasy
771,LoL: Way,47.1,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
772,LoL: Way,1.5,Kills on Map 1+2,0.5512,Underdog Fantasy
773,LoL: Hype,68.1,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
774,LoL: Hype,10.0,Kills on Map 1+2,0.5512,Underdog Fantasy
775,LoL: Tomasino,24.8,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
776,LoL: Tomasino,5.0,Kills on Map 1+2,0.5512,Underdog Fantasy
777,LoL: Chirp,22.0,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
778,LoL: Chirp,4.0,Kills on Map 1+2,0.5512,Underdog Fantasy
779,LoL: Rosey,19.9,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
780,LoL: Rosey,1.0,Kills on Map 1+2,0.5512,Underdog Fantasy
781,LoL: Danteh,34.0,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
782,LoL: Danteh,5.5,Kills on Map 1+2,0.5512,Underdog Fantasy
783,LoL: Zorenous,40.7,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
784,LoL: Zorenous,6.0,Kills on Map 1+2,0.5512,Underdog Fantasy
785,LoL: Shaka,47.4,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
786,LoL: Shaka,5.5,Kills on Map 1+2,0.5512,Underdog Fantasy
787,LoL: Chazz,58.4,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
788,LoL: Chazz,11.0,Kills on Map 1+2,0.5512,Underdog Fantasy
789,LoL: Decoy,44.2,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
790,LoL: Decoy,1.0,Kills on Map 1+2,0.5512,Underdog Fantasy
791,LoL: Praedyth,61.4,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
792,LoL: Praedyth,12.0,Kills on Map 1+2,0.5512,Underdog Fantasy
793,LoL: Zest,35.0,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
794,LoL: Zest,4.5,Kills on Map 1+2,0.5512,Underdog Fantasy
795,LoL: Winner,35.9,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
796,LoL: Winner,4.5,Kills on Map 1+2,0.5512,Underdog Fantasy
797,LoL: Ophelia,36.8,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
798,LoL: Ophelia,3.5,Kills on Map 1+2,0.5512,Underdog Fantasy
799,LoL: Lospa,26.7,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
800,LoL: Carfe,36.7,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
801,LoL: Carfe,5.0,Kills on Map 1+2,0.5512,Underdog Fantasy
802,LoL: Frog,48.9,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
803,LoL: Frog,4.0,Kills on Map 1+2,0.5512,Underdog Fantasy
804,LoL: Sponge,55.6,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
805,LoL: Sponge,5.0,Kills on Map 1+2,0.5512,Underdog Fantasy
806,LoL: deokdam,66.9,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
807,LoL: deokdam,10.5,Kills on Map 1+2,0.5512,Underdog Fantasy
808,LoL: SeTab,61.0,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
809,LoL: SeTab,8.5,Kills on Map 1+2,0.5512,Underdog Fantasy
810,LoL: Career,51.9,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
811,LoL: Career,2.0,Kills on Map 1+2,0.5512,Underdog Fantasy
812,LoL: ryuto,15.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
813,LoL: ryuto,1.5,Kills on Map 1,0.5512,Underdog Fantasy
814,LoL: earyz,21.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
815,LoL: earyz,2.0,Kills on Map 1,0.5512,Underdog Fantasy
816,LoL: silk,25.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
817,LoL: silk,3.5,Kills on Map 1,0.5512,Underdog Fantasy
818,LoL: peto,19.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
819,LoL: Raining,26.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
820,LoL: Raining,4.0,Kills on Map 1,0.5512,Underdog Fantasy
821,LoL: bobista,24.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
822,LoL: bobista,3.0,Kills on Map 1,0.5512,Underdog Fantasy
823,LoL: Tynx,31.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
824,LoL: Tynx,4.0,Kills on Map 1,0.5512,Underdog Fantasy
825,LoL: Warszi,31.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
826,LoL: Warszi,4.5,Kills on Map 1,0.5512,Underdog Fantasy
827,LoL: FGG,25.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
828,LoL: DANY,29.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
829,LoL: DANY,5.5,Kills on Map 1,0.5512,Underdog Fantasy
830,LoL: lequ,18.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
831,LoL: lequ,3.0,Kills on Map 1,0.5512,Underdog Fantasy
832,LoL: Sh4dowUS,21.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
833,LoL: Sh4dowUS,2.0,Kills on Map 1,0.5512,Underdog Fantasy
834,LoL: minemany11 (Domoles),22.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
835,LoL: minemany11 (Domoles),3.5,Kills on Map 1,0.5512,Underdog Fantasy
836,LoL: igepard,17.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
837,LoL: DAMKEX,23.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
838,LoL: DAMKEX,3.5,Kills on Map 1,0.5512,Underdog Fantasy
839,LoL: PolskiKoz,22.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
840,LoL: PolskiKoz,3.0,Kills on Map 1,0.5512,Underdog Fantasy
841,LoL: Krysia,28.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
842,LoL: Krysia,3.5,Kills on Map 1,0.5512,Underdog Fantasy
843,LoL: Mrozku,25.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
844,LoL: Mrozku,3.5,Kills on Map 1,0.5512,Underdog Fantasy
845,LoL: Syrpy,20.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
846,LoL: Lothen,30.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
847,LoL: Lothen,5.5,Kills on Map 1,0.5512,Underdog Fantasy
848,LoL: Kulvas,23.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
849,LoL: Kulvas,2.5,Kills on Map 1,0.5512,Underdog Fantasy
850,LoL: Kokos,29.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
851,LoL: Kokos,4.0,Kills on Map 1,0.5512,Underdog Fantasy
852,LoL: Defflok,30.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
853,LoL: Defflok,4.0,Kills on Map 1,0.5512,Underdog Fantasy
854,LoL: Meleks,25.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
855,LoL: Hiro Hai,30.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
856,LoL: Hiro Hai,5.0,Kills on Map 1,0.5512,Underdog Fantasy
857,LoL: Bobsik,13.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
858,LoL: Bobsik,2.0,Kills on Map 1,0.5512,Underdog Fantasy
859,LoL: Scuffed,15.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
860,LoL: Scuffed,2.5,Kills on Map 1,0.5512,Underdog Fantasy
861,LoL: Marco,12.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
862,LoL: promise0,15.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
863,LoL: promise0,2.5,Kills on Map 1,0.5512,Underdog Fantasy
864,LoL: Spooder,11.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
865,LoL: Spooder,1.5,Kills on Map 1,0.5512,Underdog Fantasy
866,LoL: Sjakal,12.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
867,LoL: Sjakal,2.5,Kills on Map 1,0.5512,Underdog Fantasy
868,LoL: Clover7,13.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
869,LoL: Clover7,2.0,Kills on Map 1,0.5512,Underdog Fantasy
870,LoL: Snabi,8.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
871,LoL: Blink,12.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
872,LoL: Blink,2.0,Kills on Map 1,0.5512,Underdog Fantasy
873,LoL: Nille,26.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
874,LoL: Nille,3.5,Kills on Map 1,0.5512,Underdog Fantasy
875,LoL: Taxer,27.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
876,LoL: Taxer,2.5,Kills on Map 1,0.5512,Underdog Fantasy
877,LoL: Knighter,32.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
878,LoL: Knighter,4.5,Kills on Map 1,0.5512,Underdog Fantasy
879,LoL: Wendel,23.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
880,LoL: Guubi,32.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
881,LoL: Guubi,5.0,Kills on Map 1,0.5512,Underdog Fantasy
882,LoL: WhiteKnight,24.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
883,LoL: WhiteKnight,2.5,Kills on Map 1,0.5512,Underdog Fantasy
884,LoL: maxlore,23.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
885,LoL: maxlore,3.0,Kills on Map 1,0.5512,Underdog Fantasy
886,LoL: Sajator,27.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
887,LoL: Sajator,4.5,Kills on Map 1,0.5512,Underdog Fantasy
888,LoL: Efias,20.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
889,LoL: Deadly,28.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
890,LoL: Deadly,4.5,Kills on Map 1,0.5512,Underdog Fantasy
891,LoL: Marky,18.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
892,LoL: Marky,2.5,Kills on Map 1,0.5512,Underdog Fantasy
893,LoL: Isma,25.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
894,LoL: Isma,3.0,Kills on Map 1,0.5512,Underdog Fantasy
895,LoL: Fresskowy,24.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
896,LoL: Fresskowy,3.5,Kills on Map 1,0.5512,Underdog Fantasy
897,LoL: Alvaro,22.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
898,LoL: Supa,27.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
899,LoL: Supa,5.0,Kills on Map 1,0.5512,Underdog Fantasy
900,LoL: shelfmade,16.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
901,LoL: shelfmade,2.5,Kills on Map 1,0.5512,Underdog Fantasy
902,LoL: roshan,19.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
903,LoL: roshan,3.0,Kills on Map 1,0.5512,Underdog Fantasy
904,LoL: vigil,15.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
905,LoL: vigil,2.0,Kills on Map 1,0.5512,Underdog Fantasy
906,LoL: Mystiques,12.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
907,LoL: endz,19.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
908,LoL: endz,3.0,Kills on Map 1,0.5512,Underdog Fantasy
909,LoL: matixx,20.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
910,LoL: matixx,2.5,Kills on Map 1,0.5512,Underdog Fantasy
911,LoL: Krazler(adi11),27.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
912,LoL: Krazler(adi11),4.0,Kills on Map 1,0.5512,Underdog Fantasy
913,LoL: many,27.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
914,LoL: many,3.0,Kills on Map 1,0.5512,Underdog Fantasy
915,LoL: minemaciek,22.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
916,LoL: svns,31.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
917,LoL: svns,5.0,Kills on Map 1,0.5512,Underdog Fantasy
918,LoL: Adiss,13.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
919,LoL: Adiss,1.5,Kills on Map 1,0.5512,Underdog Fantasy
920,LoL: Speedy,18.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
921,LoL: Speedy,2.5,Kills on Map 1,0.5512,Underdog Fantasy
922,LoL: ordno,21.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
923,LoL: ordno,3.0,Kills on Map 1,0.5512,Underdog Fantasy
924,LoL: Rufus,15.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
925,LoL: Strode,22.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
926,LoL: Strode,4.0,Kills on Map 1,0.5512,Underdog Fantasy
927,LoL: Robocop,26.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
928,LoL: Robocop,3.0,Kills on Map 1,0.5512,Underdog Fantasy
929,LoL: Zicssi,27.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
930,LoL: Zicssi,3.0,Kills on Map 1,0.5512,Underdog Fantasy
931,LoL: Jackies,34.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
932,LoL: Jackies,6.0,Kills on Map 1,0.5512,Underdog Fantasy
933,LoL: denyk,25.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
934,LoL: Khantos,33.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
935,LoL: Khantos,6.0,Kills on Map 1,0.5512,Underdog Fantasy
936,LoL: bako,15.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
937,LoL: bako,2.5,Kills on Map 1,0.5512,Underdog Fantasy
938,LoL: Ajwad,18.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
939,LoL: Ajwad,2.5,Kills on Map 1,0.5512,Underdog Fantasy
940,LoL: meza,18.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
941,LoL: meza,2.5,Kills on Map 1,0.5512,Underdog Fantasy
942,LoL: Bloody Butcher,12.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
943,LoL: mimic,24.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
944,LoL: mimic,3.0,Kills on Map 1,0.5512,Underdog Fantasy
945,LoL: maged,24.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
946,LoL: maged,3.5,Kills on Map 1,0.5512,Underdog Fantasy
947,LoL: Skude,30.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
948,LoL: Skude,3.5,Kills on Map 1,0.5512,Underdog Fantasy
949,LoL: akashii,28.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
950,LoL: akashii,4.0,Kills on Map 1,0.5512,Underdog Fantasy
951,LoL: lucky,25.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
952,LoL: xicor,32.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
953,LoL: xicor,5.5,Kills on Map 1,0.5512,Underdog Fantasy
954,LoL: Wind,19.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
955,LoL: Wind,4.0,Kills on Map 1,0.5512,Underdog Fantasy
956,LoL: TR1NKET,14.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
957,LoL: TR1NKET,1.5,Kills on Map 1,0.5512,Underdog Fantasy
958,LoL: LorLor,22.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
959,LoL: LorLor,3.0,Kills on Map 1,0.5512,Underdog Fantasy
960,LoL: Emiel,11.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
961,LoL: Aliplane,16.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
962,LoL: Aliplane,2.0,Kills on Map 1,0.5512,Underdog Fantasy
963,LoL: Makk,24.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
964,LoL: Makk,3.5,Kills on Map 1,0.5512,Underdog Fantasy
965,LoL: Flawed,27.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
966,LoL: Flawed,3.5,Kills on Map 1,0.5512,Underdog Fantasy
967,LoL: Marty,31.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
968,LoL: Marty,4.0,Kills on Map 1,0.5512,Underdog Fantasy
969,LoL: Stookbeer,22.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
970,LoL: Bewis,28.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
971,LoL: Bewis,4.5,Kills on Map 1,0.5512,Underdog Fantasy
972,LoL: Kackos,23.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
973,LoL: Kackos,3.0,Kills on Map 1,0.5512,Underdog Fantasy
974,LoL: Indecision,26.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
975,LoL: Indecision,3.5,Kills on Map 1,0.5512,Underdog Fantasy
976,LoL: OMON,27.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
977,LoL: OMON,4.5,Kills on Map 1,0.5512,Underdog Fantasy
978,LoL: Seneca,24.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
979,LoL: Hido,35.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
980,LoL: Hido,6.0,Kills on Map 1,0.5512,Underdog Fantasy
981,LoL: Kitano,28.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
982,LoL: Kitano,2.0,Kills on Map 1,0.5512,Underdog Fantasy
983,LoL: Pipibaat,19.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
984,LoL: Pipibaat,2.5,Kills on Map 1,0.5512,Underdog Fantasy
985,LoL: Harbo,21.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
986,LoL: Harbo,3.0,Kills on Map 1,0.5512,Underdog Fantasy
987,LoL: Gaarfield,15.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
988,LoL: Concept,25.2,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
989,LoL: Concept,3.5,Kills on Map 1+2,0.5512,Underdog Fantasy
990,LoL: Sinmivak,25.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
991,LoL: Sinmivak,3.0,Kills on Map 1,0.5512,Underdog Fantasy
992,LoL: Will,37.0,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
993,LoL: Will,6.0,Kills on Map 1+2,0.5512,Underdog Fantasy
994,LoL: Koldo,31.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
995,LoL: Koldo,3.5,Kills on Map 1,0.5512,Underdog Fantasy
996,LoL: DARKWINGS,34.2,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
997,LoL: DARKWINGS,5.5,Kills on Map 1+2,0.5512,Underdog Fantasy
998,LoL: Baca,32.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
999,LoL: Baca,4.5,Kills on Map 1,0.5512,Underdog Fantasy
1000,LoL: Breezy,28.7,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1001,LoL: Breezy,1.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1002,LoL: Stend,24.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1003,LoL: links,34.6,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1004,LoL: links,5.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1005,LoL: Jopa,36.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1006,LoL: Jopa,5.5,Kills on Map 1,0.5512,Underdog Fantasy
1007,LoL: Bradley,56.5,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1008,LoL: Bradley,7.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1009,LoL: Papiteero,13.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1010,LoL: Papiteero,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1011,LoL: Mir,67.2,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1012,LoL: Mir,8.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1013,LoL: xeonerr,15.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1014,LoL: xeonerr,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1015,LoL: Haeri,70.2,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1016,LoL: Haeri,10.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1017,LoL: Hatrixx,18.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1018,LoL: Hatrixx,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1019,LoL: Kim Down,55.2,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1020,LoL: Kim Down,1.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1021,LoL: infoneral,13.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1022,LoL: Arrow,74.1,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1023,LoL: Arrow,12.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1024,LoL: Rafitta,19.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1025,LoL: Rafitta,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1026,LoL: yeti,9.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1027,LoL: yeti,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1028,LoL: Ketim,14.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1029,LoL: Ketim,1.5,Kills on Map 1,0.5512,Underdog Fantasy
1030,LoL: lee sang,17.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1031,LoL: lee sang,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1032,LoL: Gerro,11.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1033,LoL: MIK0,13.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1034,LoL: MIK0,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1035,LoL: zora,26.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1036,LoL: zora,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1037,LoL: nicolaiy,31.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1038,LoL: nicolaiy,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1039,LoL: Ribu,33.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1040,LoL: Ribu,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1041,LoL: kromax,24.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1042,LoL: gotzy,35.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1043,LoL: gotzy,5.5,Kills on Map 1,0.5512,Underdog Fantasy
1044,LoL: Wondro,15.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1045,LoL: Wondro,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1046,LoL: Zubac,16.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1047,LoL: Zubac,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1048,LoL: Stanik,18.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1049,LoL: Stanik,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1050,LoL: Vizi,10.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1051,LoL: Charca,14.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1052,LoL: Charca,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1053,LoL: Welcom,28.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1054,LoL: Welcom,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1055,LoL: Jejky,33.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1056,LoL: Jejky,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1057,LoL: Benda,34.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1058,LoL: Benda,5.5,Kills on Map 1,0.5512,Underdog Fantasy
1059,LoL: Smarty,28.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1060,LoL: Reedfoo,37.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1061,LoL: Reedfoo,6.0,Kills on Map 1,0.5512,Underdog Fantasy
1062,LoL: Falleo,15.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1063,LoL: Falleo,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1064,LoL: Porcupine,19.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1065,LoL: Porcupine,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1066,LoL: yoichi,16.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1067,LoL: yoichi,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1068,LoL: nova,12.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1069,LoL: mytant,15.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1070,LoL: mytant,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1071,LoL: Boda,26.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1072,LoL: Boda,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1073,LoL: Pabu,32.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1074,LoL: Pabu,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1075,LoL: Dehaste,35.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1076,LoL: Dehaste,5.0,Kills on Map 1,0.5512,Underdog Fantasy
1077,LoL: klownz,23.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1078,LoL: Rust,31.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1079,LoL: Rust,5.0,Kills on Map 1,0.5512,Underdog Fantasy
1080,LoL: Robba,23.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1081,LoL: Robba,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1082,LoL: Guertas,28.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1083,LoL: Guertas,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1084,LoL: tixn,26.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
